Excerpt_ID	Technique	Artist	Album	Album_Popularity	Song	Year	Stream_Count	Track_Popularity	Duration	Timecode	Excerpt_duration_ms	Lyrics	Rhythmic_representation	Melodic_representation	Time_signature	Tempo_(approx.)	Spectral_Centroid	Spotify_URL	MP3_Path	Date_collected
EXCE-139	Growling	Whitechapel	Whitechapel	38	Faces	2012	1274691	26	3:12	2:42-2:45	2819.27	"""The faces of justice"""	4 4 4 2 2 2	Contour: low low low low low low	4/4	220	3244.877957	https://open.spotify.com/track/6wLMHvBxc6okkERVTNg58l?si=40705a19df2a4001	excerpts_audio/EXCE-139.mp3	22/3/2025
EXCE-140	Growling	Whitechapel	Whitechapel	38	Dead Silence	2012	1132661	26	4:38	1:53-1:55	2070.7	"""What's the point of these lies?"""	8 8 8 8 8 8 4	Contour: low low low low low low medium	4/4	130	3133.834252	https://open.spotify.com/track/654k74BhxlD4C7VS45tppI?si=f4ea46c036aa4343	excerpts_audio/EXCE-140.mp3	22/3/2025
EXCE-141	Growling	Whitechapel	Whitechapel	38	The Night Remains	2012	1468047	29	2:58	2:04-2:07	3278.05	"""Rid yourself and never return"""	4 4 4 4 8 8 8 2.	Contour: low low low low low low low low 	4/4	155	2618.038816	https://open.spotify.com/track/0ZnJFnlxtkDR9LX79j9ef6?si=d2c8541eaae0467e	excerpts_audio/EXCE-141.mp3	22/3/2025
EXCE-142	Growling	Whitechapel	Somatic Defilement	39	Festering Fiesta	2007	688572	26	2:29	1:22-1:25	2531.45	"""erection wearing thin"""	8 8 8 6 6 6	Contour: low low low low low medium	4/4	150	2800.438799	https://open.spotify.com/track/6rgPqaWgdRzwntwS0toKjk?si=adb74f8974a34744	excerpts_audio/EXCE-142.mp3	22/3/2025
EXCE-143	Growling	Whitechapel	Somatic Defilement	39	Articulo Mortis	2007	688092	27	4:04	1:09-1:16	6187	"""I please myself once more"""	4 4 4 4 4 2	Contour: medium medium medium medium medium low	4/4	230	2485.429538	https://open.spotify.com/track/7qAvRM8ps4iECRsLLDs0G7?si=3f5af5ea00044b36	excerpts_audio/EXCE-143.mp3	22/3/2025
EXCE-144	Growling	Whitechapel	Somatic Defilement	39	Alone in the Morgue	2007	1126940	30	2:54	1:00-1:04	4286.96	"""every feeling in my mind"""	2 2 2 2 2 2 1	Contour: low low low low low low medium	4/4	240	2857.039996	https://open.spotify.com/track/6VByBaLGfBDTMwGHgBqFBE?si=5ad5e055f01040bd	excerpts_audio/EXCE-144.mp3	22/3/2025
EXCE-145	Growling	Job for a Cowboy	Ruination	28	To Detonate And Exterminate	2009	295175	17	3:22	1:28-1:31	3750.82	"""A conflagration of  infernal horror"""	6 6 6 6 6 4r 8. 16 8. 16 8. 4	Contour: low low low low low low low low low low low 	2/4	150	3116.633965	https://open.spotify.com/track/1wePEBd88JMMsaq82RRtUZ?si=c667d522e97b433e	excerpts_audio/EXCE-145.mp3	22/3/2025
EXCE-146	Screaming	Job for a Cowboy	Ruination	28	Butchering The Enlightened	2009	334335	18	3:30	1:19-1:21	3395.46	"""Striking their iron hammers"""	12 12r [12 2.] 4r 12 12 12r 12 12r 12 12	Contour: high high high high high high high high 	4/4	130	3399.122181	https://open.spotify.com/track/63GHSReGcgOqAVVLLI3wdO?si=b0aead146f0444d8	excerpts_audio/EXCE-146.mp3	22/3/2025
EXCE-147	Growling	Job for a Cowboy	Ruination	28	Lords Of Chaos	2009	359658	18	3:36	2:39-2:42	3575.78	"""All damned at the dawning of life"""	4 4 8 8 8 8 4 4	Contour: low low low low low low low low 	4/4	125	3093.946368	https://open.spotify.com/track/4l6UtIGehMzMpp52zAUYZS?si=cdfa5ef247244476	excerpts_audio/EXCE-147.mp3	22/3/2025
EXCE-148	Growling	Job for a Cowboy	Genesis	31	Coalescing Prophecy	2008	361950	20	3:23	2:13-2:16	2217.68	"""Have left behind the sign of the cross"""	4 4 4 4 4 4 8 8 4	Contour: low low low low low low low low low 	4/4	240	3368.015366	https://open.spotify.com/track/7Ak0GDj0n1PBPp68q5ypQX?si=1d90fcc47be84632	excerpts_audio/EXCE-148.mp3	22/3/2025
EXCE-149	Growling	Job for a Cowboy	Genesis	31	Strings Of Hypocrisy	2008	482563	21	2:24	1:28-1:31	3350.57	"""amongst this crumbling nation"""	4 2 4 4 8 4 4r 4 4 	Contour: low low low low low low high medium	3/4	230	3144.416914	https://open.spotify.com/track/48hLCIbvQO6GWIS8LHjKgA?si=3ae51ed4635748aa	excerpts_audio/EXCE-149.mp3	22/3/2025
EXCE-150	Growling	Job for a Cowboy	Genesis	31	Martyrdom Unsealed	2008	441565	22	2:35	1:39-1:44	4915.71	"""Hundreds upon thousands now enslaved"""	8 8 8 8 8r 8 8 8 8 8r 2	Contour: medium medium medium medium medium medium medium medium  low 	4/4	145	3069.391443	https://open.spotify.com/track/01EuLz6YvpdSEf2DlqgN6d?si=95310450841f48e3	excerpts_audio/EXCE-150.mp3	22/3/2025
EXCE-151	Growling	Job for a Cowboy	Sun Eater	32	The Celestial Antidote	2014	547978	21	6:08	3:48-3:50	2233.82	"""Lord comes in a tiny"""	4 8 4 8 4 4	Contour: low low low low low low 	3/4	150	2997.379954	https://open.spotify.com/track/5YKhJZt6co7jCGba0umJ2P?si=a6affc66458545cb	excerpts_audio/EXCE-151.mp3	22/3/2025
EXCE-152	Growling	Job for a Cowboy	Sun Eater	32	Encircled by Mirrors	2014	533424	21	4:46	4:07-4:10	3366.44	"""It's opening the gates"""	4 8 4 4 8 4. 	Contour: low low low low low high	4/4	140	3053.495486	https://open.spotify.com/track/7dlp3CqBvQzV61UpEp53Ep?si=e2915e31d5874835	excerpts_audio/EXCE-152.mp3	22/3/2025
EXCE-153	Screaming	Job for a Cowboy	Sun Eater	32	Buried Monuments	2014	739027	24	4:56	2:56-2:59	3606.35	"""They can see through the cracks"""	6 6 6 4 8 2.	Contour: high high high medium medium high 	4/4	120	2998.81418	https://open.spotify.com/track/3tfgwTqvlMbc0rMdJyia3X?si=ba945826438b47d1	excerpts_audio/EXCE-153.mp3	22/3/2025
EXCE-154	Screaming	August Burns Red	Thrill Seeker	30	A Wish Full of Dreams	2005	550870	20	2:58	1:11-1:14	3284.47	"""And restore the foundation"""	4 4 4. 8 4 4 2	Contour: high high medium medium high high high 	4/4	165	3294.514076	https://open.spotify.com/track/468AEcK9eARppC6DvvKpUd?si=f1ee2ef9990a4b2a	excerpts_audio/EXCE-154.mp3	22/3/2025
EXCE-155	Screaming	August Burns Red	Thrill Seeker	30	The Reflective Property	2005	593415	21	3:51	1:42-1:44	2706.39	"""A brief wind is swept through"""	4r 4 4 4r 4 4 4 4	Contour: high high high high high high 	4/4	180	3267.908827	https://open.spotify.com/track/56rk4mOefkKd8kR8vnPx82?si=2d2e7191b9f54b08	excerpts_audio/EXCE-155.mp3	22/3/2025
EXCE-156	Screaming	August Burns Red	Thrill Seeker	30	Too Late for Roses	2005	738899	22	3:19	1:25-1:27	2755.71	"""To soften her descent"""	4 4 4 4 4 2.	Contour: high high high high high medium	4/4	160	3321.067198	https://open.spotify.com/track/6GnEpiZKfuK2Rwwb5QeBZc?si=bc9b0d5af6fa4698	excerpts_audio/EXCE-156.mp3	22/3/2025
EXCE-157	Screaming	August Burns Red	Rescue & Restore 	35	Sincerity	2013	1454137	23	3:17	1:57-2:02	5156.67	"""stop my life to thank you"""	4 4 4 4r 4 4 4r 2.	Contour: medium medium medium medium medium high	4/4	170	3395.388888	https://open.spotify.com/track/2Z7z9mHlnLMDvb8z6WPsNz?si=e0717fdad8f34706	excerpts_audio/EXCE-157.mp3	22/3/2025
EXCE-158	Screaming	August Burns Red	Rescue & Restore 	35	Treatment	2013	1822506	24	5:14	3:53-3:56	2595.9	"""Stripping your soul of everything"""	4 4 4 8 8 4 8 4.	Contour: high high high high high high high high 	4/4	190	3328.029617	https://open.spotify.com/track/76JBUQBX45F6m43TVOUDNp?si=440725cad274451c	excerpts_audio/EXCE-158.mp3	22/3/2025
EXCE-159	Screaming	August Burns Red	Rescue & Restore 	35	Creative Captivity	2013	1700074	24	4:42	3:30-3:34	3860.02	"""Because these colors must never fade"""	8r 8 8 8 8 8 8r 8 6 6 2 8r	Contour: high high high  medium medium high high high high 	4/4	110	3181.74312	https://open.spotify.com/track/1rfw1PrnaiAtPRjsdb2H6l?si=713a0ba18bf44175	excerpts_audio/EXCE-159.mp3	22/3/2025
EXCE-160	Screaming	August Burns Red	Found In Far Away Places	37	Twenty-One Grams	2015	2032553	20	4:53	2:11-2:15	3807.1	"""While seeking answers to these questions?"""	4r 4 8 4 4 4. 4 4 4. 4. 4r	Contour: high high high high high high high high high 	4/4	195	3741.138906	https://open.spotify.com/track/4yRsNlDdlNOlzKPeOjQgER?si=7884da29819e4b0c	excerpts_audio/EXCE-160.mp3	22/3/2025
EXCE-161	Screaming	August Burns Red	Found In Far Away Places	37	Separating The Seas	2015	2646700	21	4:19	3:12-3:14	2237.19	"""justice will be served"""	6 6 6 6 6	Contour: high high high high high 	4/4	140	3449.557968	https://open.spotify.com/track/0PC3gFjyEFR6x2L7isy72F?si=f21530e58e074706	excerpts_audio/EXCE-161.mp3	22/3/2025
EXCE-162	Screaming	August Burns Red	Found In Far Away Places	37	Broken Promises	2015	2550756	21	6:12	2:57-3:00	3578.39	"""As my trust in you is breaking"""	4r 8 8 8 4 4 4 4 4.	Contour: high high high high high high high high 	4/4	140	3654.425933	https://open.spotify.com/track/2Y68YOvSaetBELHCh0xQTw?si=74594b9142e34e9b	excerpts_audio/EXCE-162.mp3	22/3/2025
EXCE-163	Screaming	Parkway Drive	Killing With A Smile	43	Blackout	2006	2826403	31	2:43	1:27-1:30	3339.07	"""Why do I always let it go?"""	4 8 4 4 4 8r 8 4 2	Contour: medium medium medium medium medium high high high	4/4	190	3734.385746	https://open.spotify.com/track/5vjoEThza4A3fUt9qvThbq?si=da245bdd477940a4	excerpts_audio/EXCE-163.mp3	22/3/2025
EXCE-164	Screaming	Parkway Drive	Killing With A Smile	43	"Picture Perfect, Pathetic"	2006	2653177	31	2:43	1:57-1:22	4879.43	"""Why did you throw your heart away?"""	4 4 4 4 4 4 4 1	Contour: medium medium medium high medium high high high	4/4	190	3343.219816	https://open.spotify.com/track/7jcqlHfxDBjLJCk3LeyTTZ?si=7ce9d652295944cd	excerpts_audio/EXCE-164.mp3	22/3/2025
EXCE-165	Screaming	Parkway Drive	Killing With A Smile	43	A Cold Day in Hell	2006	3306951	32	4:01	1:37-1:40	2875.53	"""will be taken from you"""	4 4 2 4r 4 1	Contour: medium medium medium medium medium high	2/4	180	2911.60038	https://open.spotify.com/track/6JGvHHPS7TPzCAE9cHWp0H?si=30f8a8c6df044a59	excerpts_audio/EXCE-165.mp3	22/3/2025
EXCE-166	Screaming	Parkway Drive	Deep Blue	48	Set To Destroy	2010	4513526	32	1:34	0:37-0:39	2052.52	"""this is the end of days"""	4 4 8 4 4 2	Contour: high high high high high high 	4/4	220	2875.736965	https://open.spotify.com/track/3Q7g9fCdsVSV4fC01N1aNz?si=8df4e4d3c0b24be6	excerpts_audio/EXCE-166.mp3	22/3/2025
EXCE-167	Screaming	Parkway Drive	Deep Blue	48	Pressures	2010	4901077	34	3:22	1:58-2:00	2560.95	"""this current of corruption"""	4 8 4 4 4 4 4	Contour: high high high high high medium medium	4/4	180	3135.231521	https://open.spotify.com/track/3L35mWptpfTmFdYwAO0MiT?si=9fd450baf61d443d	excerpts_audio/EXCE-167.mp3	22/3/2025
EXCE-168	Screaming	Parkway Drive	Deep Blue	48	Hollow	2010	4761259	34	3:00	1:31-1:34	3109.64	"""Yet conflict embraces me"""	4 4 8 8 8 4 4.	Contour: high high high high high high high 	4/4	150	2972.685942	https://open.spotify.com/track/7knySQZqxXZhkoFUuMckn2?si=18b00fb8bb45498f	excerpts_audio/EXCE-168.mp3	22/3/2025
EXCE-169	Screaming	Parkway Drive	Atlas	50	Snake Oil and Holy Water	2012	3686700	31	2:48	0:53-0:56	3157.1	"""I've seen more life in dead men's eyes"""	4 4 4 4 8 4 4 4	Contour: high medium medium high medium high high high	4/4	190	3400.944135	https://open.spotify.com/track/0kElm47dTGS02bGLU0pE0D?si=b80809b81d3d4fb8	excerpts_audio/EXCE-169.mp3	22/3/2025
EXCE-170	Screaming	Parkway Drive	Atlas	50	Atlas	2012	5116100	33	4:08	1:12-1:15	3575.6	"""With more hope than fear"""	8 4 8r 4 4	Contour: high high high high high	4/4	130	3120.920274	https://open.spotify.com/track/0x0CuZyKpSDhjImUDgSceT?si=17e780d2fb304b24	excerpts_audio/EXCE-170.mp3	22/3/2025
EXCE-171	Screaming	Parkway Drive	Atlas	50	Sleight of Hand	2012	5044312	33	4:27	1:23-1:25	2074.97	"""That could love this world"""	8r 4 8 8 4 4	Contour: medium medium medium medium high	4/4	130	2928.882942	https://open.spotify.com/track/4629CEGA4gQ065aiuoR32n?si=bdef56623fb7499d	excerpts_audio/EXCE-171.mp3	22/3/2025
EXCE-172	Clean	Northlane	Mesmer	34	Paragon	2017	1560982	23	4:23	3:06-3:12	6348.1	"""there are no fighters"""	2 2 1. 4 2.	a g# a a g#	4/4	130	2603.989706	https://open.spotify.com/track/2QqIkj7CyiJl2tfyXQvGLX?si=e50549c513c3407d	excerpts_audio/EXCE-172.mp3	22/3/2025
EXCE-173	Clean	Northlane	Mesmer	34	Render	2017	1996265	24	3:56	3:08-3:11	3532.11	"""they're lacking meaning"""	4 4. 4. 4. 4.	g f g a- b-	3/4	130	2779.656913	https://open.spotify.com/track/40X7CCKdFboUInv3F2lIby?si=a4afef59b73d4d37	excerpts_audio/EXCE-173.mp3	22/3/2025
EXCE-174	Clean	Northlane	Mesmer	34	Zero-One	2017	1933175	25	3:57	3:29-3:35	7004.15	"""Drifting away to a place"""	4. 4. 4 1 4r 2 4 1	f g f a- g f a-	4/4	150	2694.290501	https://open.spotify.com/track/1U0JNH2Hi7e6sL0hJ3DOSz?si=a1d173a1c9a94e86	excerpts_audio/EXCE-174.mp3	22/3/2025
EXCE-175	Clean	Northlane	Node	34	Ra	2015	1733984	24	4:27	3:13-3:16	3251.68	"""There's a desert in my head"""	8 8 8 8 8 8 4	f f f e- e- e- e-	4/4	90	2537.216194	https://open.spotify.com/track/7qLWNiGcqLHBmoZGm1yJrz?si=a9e32118cb52424e	excerpts_audio/EXCE-175.mp3	22/3/2025
EXCE-176	Clean	Northlane	Node	34	Animate	2015	1775661	24	5:24	4:12-4:18	6955.15	"""Drawing pixelated lines"""	8 8 4. 4. 4. 4. 4.	d d a g e f a	4/4	90	2174.589234	https://open.spotify.com/track/22AwzEEqqIYVfcqzwUV7kz?si=f6387ec838264637	excerpts_audio/EXCE-176.mp3	22/3/2025
EXCE-177	Clean	Northlane	Node	34	Weightless	2015	1618370	25	5:15	2:29-2:33	3945.46	"""Guided by familiar sight"""	8 8 8 16 8 8. 8r 1	g g g f g a- g	4/4	85	2764.28124	https://open.spotify.com/track/6uNWfxpEEbDqEiY5VnvgGY?si=84e3a51705274421	excerpts_audio/EXCE-177.mp3	22/3/2025
EXCE-178	Clean	Northlane	Discoveries	35	Solitude	2011	939120	23	3:22	2:25-2:33	7927.73	"""Where the silence comforts"""	2 2 2 1 2r 2 1	B- B B A e- d-	4/4	140	3573.970409	https://open.spotify.com/track/5EJT3TrjkMgvoO0NtcEAWc?si=7c209051037f402a	excerpts_audio/EXCE-178.mp3	22/3/2025
EXCE-179	Screaming	Northlane	Discoveries	35	Metamorphosis	2011	1234225	24	4:38	2:36-2:40	4420.39	"""And I will overcome this suffering"""	4 4 4 4. 8 8 4 4.	Contour: high high high high high high high high	4/4	140	4093.910686	https://open.spotify.com/track/1ISlfQAR7WJtwULkxUTKAJ?si=b2a3f284074f4a60	excerpts_audio/EXCE-179.mp3	22/3/2025
EXCE-180	Screaming	Northlane	Discoveries	35	Corruption	2011	1260163	25	3:55	2:24-2:29	4800.34	"""Crooked politicians betray the working man"""	8 4 8 8 8 8 8. 8. 8. 4 4 4	Contour: medium medium high high medium medium medium high medium high high high	4/4	120	4003.753855	https://open.spotify.com/track/7tjbc86EHnk8eIIpFyP6Zx?si=a9d56ec4b5004f87	excerpts_audio/EXCE-180.mp3	22/3/2025
EXCE-181	Screaming	The Black Dahlia Murder	Abysmal	32	The Advent	2015	892925	23	3:41	2:53-2:47	4627.78	"""Empire laden in frost"""	2r 2 2 2 4 4 4 2.	Contour: high high high high high high high	4/4	180	2931.446504	https://open.spotify.com/track/3pelo5NqJ5McVigVPEozae?si=0d1cc8cd72fe4ed3	excerpts_audio/EXCE-181.mp3	9/4/2025
EXCE-182	Screaming	The Black Dahlia Murder	Abysmal	32	The Fog	2015	991212	24	3:50	3:16-3:19	3075.28	"""To think we toasted rye"""	4 8 4 4 4 2	Contour: high high high high high high	4/4	150	3432.570754	https://open.spotify.com/track/6juPAJHOCcWRuJCxCdDBQJ?si=ffdde7314b064a57	excerpts_audio/EXCE-182.mp3	9/4/2025
EXCE-183	Screaming	The Black Dahlia Murder	Abysmal	32	Asylum	2015	902697	24	3:38	1:28-1:31	2896.37	"""We've done the damnedest things"""	4 4 4 2 2 2	Contour: high high high high high high	4/4	250	3580.857375	https://open.spotify.com/track/5UYOx3fN7a4nLdX4MG33Ik?si=b7c74410cd2e4e83	excerpts_audio/EXCE-183.mp3	9/4/2025
EXCE-184	Growling	The Black Dahlia Murder	Abysmal	32	Stygiophobic	2015	715195	21	3:14	1:43-1:47	4347.17	"""Can't they see there are consequences?"""	8 8 8 8 8 4 4 4 4	Contour: low low low low low low low low low	4/4	110	2993.400769	https://open.spotify.com/track/4ewNvN1s7XZ7kWYIdgA0IL?si=ba7619053f244204	excerpts_audio/EXCE-184.mp3	9/4/2025
EXCE-185	Screaming	The Black Dahlia Murder	Verminous	34	The Leather Apron's Scorn	2020	862945	25	3:33	2:01-2:04	2948.75	"""Lock your doors and hide"""	4 8 4 4 2.	Contour: high high high high high	4/4	150	3405.191228	https://open.spotify.com/track/39YKGM5pmpO7ZoaOoIdk3z?si=0d953124d3da406e	excerpts_audio/EXCE-185.mp3	9/4/2025
EXCE-186	Screaming	The Black Dahlia Murder	Verminous	34	How Very Dead	2020	832341	25	3:07	1:21-1:23	2335.87	"""When you came to me for help"""	8 8 8r 4 4 8 4. 4	Contour: medium medium low low low low low	4/4	230	3430.870023	https://open.spotify.com/track/718pUFNu5hfot2TONlQkd7?si=1d5dbc7a990c4a8a	excerpts_audio/EXCE-186.mp3	9/4/2025
EXCE-187	Screaming	The Black Dahlia Murder	Verminous	34	Dawn of Rats	2020	767957	25	4:35	2:01-2:05	3818.46	"""The dawn has come of your defeat"""	4 2 4 4 2 2 4 2.	Contour: high high high high high high high high 	3/4	230	3290.205606	https://open.spotify.com/track/4l5RuqvAmgg9V6V7brHrar?si=d1a2c2a5285e4017	excerpts_audio/EXCE-187.mp3	9/4/2025
EXCE-188	Growling	The Black Dahlia Murder	Verminous	34	Godlessly	2020	1237172	26	3:27	2:29-2:31	2722.11	"""the memory festers in me"""	4 4 4 4 2 4 4 2.	Contour: low medium low low medium low low low	4/4	260	3433.756271	https://open.spotify.com/track/1gjtjNTLDpK3cWq8TgoYqA?si=a24cb7c56d6d4be4	excerpts_audio/EXCE-188.mp3	9/4/2025
